ID,Daypart,Visit#Daypart
451455,Before 9 AM,26
451456,5 PM - before 9 PM,3
451456,Before 9 AM,2
451461,5 PM - before 9 PM,0
451462,5 PM - before 9 PM,4
451475,11 AM - before 2 PM,0
451475,2 PM - before 5 PM,2
451483,5 PM - before 9 PM,3
451483,Before 9 AM,6
451484,Before 9 AM,24
451486,Before 9 AM,24
451487,5 PM - before 9 PM,0
451494,Before 9 AM,10
451504,9 AM - before 11 AM,4
451512,Before 9 AM,4
451513,Before 9 AM,0
451523,Before 9 AM,15
451524,5 PM - before 9 PM,3
451530,Before 9 AM,30
451539,Before 9 AM,25
451540,9 AM - before 11 AM,0
451546,2 PM - before 5 PM,10
451546,5 PM - before 9 PM,8
451548,9 AM - before 11 AM,9
451568,5 PM - before 9 PM,3
451568,Before 9 AM,2
451569,Before 9 AM,14
451570,5 PM - before 9 PM,4
451571,5 PM - before 9 PM,3
451571,Before 9 AM,2
451578,2 PM - before 5 PM,17
451591,2 PM - before 5 PM,1
451591,5 PM - before 9 PM,1
451600,5 PM - before 9 PM,0
451600,Before 9 AM,25
451606,2 PM - before 5 PM,12
451623,2 PM - before 5 PM,2
451623,5 PM - before 9 PM,2
451624,11 AM - before 2 PM,4
451627,5 PM - before 9 PM,4
451628,5 PM - before 9 PM,4
451629,2 PM - before 5 PM,2
451629,5 PM - before 9 PM,1
451629,Before 9 AM,1
451693,9 AM - before 11 AM,21
451695,11 AM - before 2 PM,12
451701,5 PM - before 9 PM,2
451701,Before 9 AM,3
451715,2 PM - before 5 PM,20
451715,Before 9 AM,18
451718,Before 9 AM,5
451749,Before 9 AM,4
451750,2 PM - before 5 PM,24
451764,5 PM - before 9 PM,22
451764,Before 9 AM,20
451775,Before 9 AM,0
451815,2 PM - before 5 PM,2
451815,Before 9 AM,4
451839,5 PM - before 9 PM,1
451839,Before 9 AM,1
451840,2 PM - before 5 PM,1
451840,Before 9 AM,24
451841,9 AM - before 11 AM,2
451841,Before 9 AM,24
451842,2 PM - before 5 PM,3
451842,Before 9 AM,22
451843,11 AM - before 2 PM,4
451843,2 PM - before 5 PM,4
451843,9 AM - before 11 AM,2
451843,Before 9 AM,15
451845,9 AM - before 11 AM,2
451845,Before 9 AM,6
451846,5 PM - before 9 PM,2
451847,9 AM - before 11 AM,2
451847,Before 9 AM,2
451848,5 PM - before 9 PM,10
451849,5 PM - before 9 PM,0
451850,5 PM - before 9 PM,4
451850,Before 9 AM,4
451851,5 PM - before 9 PM,5
451851,9 PM or later,0
451852,5 PM - before 9 PM,3
451852,Before 9 AM,5
451853,9 AM - before 11 AM,0
451853,Before 9 AM,3
451855,5 PM - before 9 PM,2
451856,Before 9 AM,3
451857,5 PM - before 9 PM,1
451858,2 PM - before 5 PM,6
451858,Before 9 AM,6
451859,11 AM - before 2 PM,12
451859,Before 9 AM,12
451860,11 AM - before 2 PM,3
451860,5 PM - before 9 PM,3
451861,Before 9 AM,24
451862,11 AM - before 2 PM,12
451862,Before 9 AM,12
451863,2 PM - before 5 PM,7
451863,9 AM - before 11 AM,7
451870,5 PM - before 9 PM,2
451871,2 PM - before 5 PM,3
451872,5 PM - before 9 PM,4
451873,Before 9 AM,3
451874,5 PM - before 9 PM,5
451874,9 AM - before 11 AM,5
451875,5 PM - before 9 PM,6
451875,9 AM - before 11 AM,1
451876,5 PM - before 9 PM,3
451877,5 PM - before 9 PM,4
451878,5 PM - before 9 PM,3
451879,5 PM - before 9 PM,4
451880,5 PM - before 9 PM,3
451880,9 AM - before 11 AM,6
451881,5 PM - before 9 PM,5
451888,5 PM - before 9 PM,4
451889,5 PM - before 9 PM,5
451889,9 AM - before 11 AM,5
451890,9 PM or later,4
451891,5 PM - before 9 PM,0
451892,5 PM - before 9 PM,0
451893,5 PM - before 9 PM,2
451894,5 PM - before 9 PM,1
451894,9 PM or later,1
451895,Before 9 AM,26
451896,2 PM - before 5 PM,1
451896,9 AM - before 11 AM,3
451897,5 PM - before 9 PM,3
451898,5 PM - before 9 PM,10
451898,Before 9 AM,16
451899,5 PM - before 9 PM,1
451900,5 PM - before 9 PM,0
451901,2 PM - before 5 PM,2
451901,5 PM - before 9 PM,2
451901,9 AM - before 11 AM,2
451902,9 AM - before 11 AM,0
451903,5 PM - before 9 PM,0
451904,5 PM - before 9 PM,1
451905,5 PM - before 9 PM,2
451906,5 PM - before 9 PM,5
451907,5 PM - before 9 PM,0
451908,5 PM - before 9 PM,1
451909,2 PM - before 5 PM,0
451909,9 AM - before 11 AM,1
451910,5 PM - before 9 PM,3
451910,9 AM - before 11 AM,2
451911,5 PM - before 9 PM,4
451912,2 PM - before 5 PM,2
451912,5 PM - before 9 PM,2
451913,5 PM - before 9 PM,0
451914,5 PM - before 9 PM,2
451916,9 AM - before 11 AM,0
451918,Before 9 AM,5
451935,2 PM - before 5 PM,1
451935,9 PM or later,1
451935,Before 9 AM,24
451936,9 PM or later,2
451937,2 PM - before 5 PM,2
451938,9 AM - before 11 AM,10
451939,2 PM - before 5 PM,4
451941,5 PM - before 9 PM,1
451979,5 PM - before 9 PM,6
451979,Before 9 AM,9
451999,5 PM - before 9 PM,3
452000,5 PM - before 9 PM,1
452001,5 PM - before 9 PM,0
452002,5 PM - before 9 PM,3
452009,9 AM - before 11 AM,4
452012,5 PM - before 9 PM,4
452014,Before 9 AM,11
452038,5 PM - before 9 PM,1
452038,Before 9 AM,24
452039,5 PM - before 9 PM,4
452047,5 PM - before 9 PM,2
452047,Before 9 AM,24
452079,11 AM - before 2 PM,4
452079,5 PM - before 9 PM,6
452079,Before 9 AM,11
452087,2 PM - before 5 PM,1
452087,Before 9 AM,1
452095,5 PM - before 9 PM,4
452098,2 PM - before 5 PM,4
452099,5 PM - before 9 PM,4
452108,9 AM - before 11 AM,26
452125,11 AM - before 2 PM,3
452125,5 PM - before 9 PM,1
452134,5 PM - before 9 PM,4
452162,11 AM - before 2 PM,5
452162,Before 9 AM,5
452199,5 PM - before 9 PM,3
452225,5 PM - before 9 PM,4
452235,5 PM - before 9 PM,11
452235,Before 9 AM,11
452239,5 PM - before 9 PM,4
452239,Before 9 AM,4
452258,11 AM - before 2 PM,1
452258,5 PM - before 9 PM,1
452268,5 PM - before 9 PM,0
452276,Before 9 AM,0
452277,2 PM - before 5 PM,1
452277,5 PM - before 9 PM,1
452299,Before 9 AM,0
452302,5 PM - before 9 PM,0
452304,5 PM - before 9 PM,4
452306,5 PM - before 9 PM,4
452306,9 AM - before 11 AM,5
452317,11 AM - before 2 PM,12
452317,Before 9 AM,12
452319,Before 9 AM,12
452332,5 PM - before 9 PM,0
452332,9 AM - before 11 AM,0
452332,Before 9 AM,0
452339,Before 9 AM,12
452351,5 PM - before 9 PM,2
452351,Before 9 AM,6
452353,Before 9 AM,25
452355,Before 9 AM,6
452356,2 PM - before 5 PM,4
452375,11 AM - before 2 PM,4
452375,5 PM - before 9 PM,2
452378,2 PM - before 5 PM,3
452378,Before 9 AM,3
452379,2 PM - before 5 PM,10
452379,Before 9 AM,24
452396,5 PM - before 9 PM,6
452396,9 AM - before 11 AM,8
452400,5 PM - before 9 PM,3
452402,Before 9 AM,6
452404,5 PM - before 9 PM,3
452404,Before 9 AM,9
452411,Before 9 AM,8
452419,5 PM - before 9 PM,1
452419,Before 9 AM,2
452436,Before 9 AM,0
452437,11 AM - before 2 PM,4
452453,5 PM - before 9 PM,0
452471,5 PM - before 9 PM,2
452471,Before 9 AM,2
452487,5 PM - before 9 PM,12
452488,9 AM - before 11 AM,0
452507,9 AM - before 11 AM,12
452510,5 PM - before 9 PM,2
452516,5 PM - before 9 PM,1
452517,5 PM - before 9 PM,4
452522,5 PM - before 9 PM,3
452523,5 PM - before 9 PM,3
452527,5 PM - before 9 PM,1
452527,Before 9 AM,6
452528,Before 9 AM,16
452529,5 PM - before 9 PM,7
452530,2 PM - before 5 PM,2
452530,5 PM - before 9 PM,3
452532,5 PM - before 9 PM,1
452533,Before 9 AM,24
452535,5 PM - before 9 PM,4
452541,5 PM - before 9 PM,4
452560,5 PM - before 9 PM,0
452561,5 PM - before 9 PM,2
452569,Before 9 AM,4
452572,5 PM - before 9 PM,3
452572,9 AM - before 11 AM,5
452577,5 PM - before 9 PM,3
452586,Before 9 AM,4
452588,11 AM - before 2 PM,1
452588,5 PM - before 9 PM,1
452589,9 PM or later,1
452589,Before 9 AM,2
452595,11 AM - before 2 PM,5
452595,5 PM - before 9 PM,5
452608,Before 9 AM,25
452611,Before 9 AM,24
452616,5 PM - before 9 PM,3
452625,5 PM - before 9 PM,0
452632,5 PM - before 9 PM,0
452635,5 PM - before 9 PM,2
452635,9 AM - before 11 AM,2
452636,5 PM - before 9 PM,8
452644,2 PM - before 5 PM,2
452644,Before 9 AM,1
452647,Before 9 AM,1
452648,5 PM - before 9 PM,11
452648,Before 9 AM,25
452650,5 PM - before 9 PM,3
452650,9 AM - before 11 AM,6
452658,5 PM - before 9 PM,2
452675,5 PM - before 9 PM,13
452700,2 PM - before 5 PM,2
452700,9 AM - before 11 AM,1
452700,Before 9 AM,1
452707,5 PM - before 9 PM,8
452707,9 PM or later,1
452709,5 PM - before 9 PM,4
452721,5 PM - before 9 PM,5
452745,5 PM - before 9 PM,1
452745,Before 9 AM,1
452747,5 PM - before 9 PM,2
452749,5 PM - before 9 PM,1
452757,5 PM - before 9 PM,1
452757,9 PM or later,1
452757,Before 9 AM,5
452761,5 PM - before 9 PM,2
452761,9 AM - before 11 AM,2
452767,5 PM - before 9 PM,2
452767,9 AM - before 11 AM,2
452809,Before 9 AM,24
452831,11 AM - before 2 PM,2
452831,5 PM - before 9 PM,2
452848,11 AM - before 2 PM,3
452848,5 PM - before 9 PM,3
452880,5 PM - before 9 PM,9
452880,Before 9 AM,17
452922,5 PM - before 9 PM,4
452926,5 PM - before 9 PM,8
452926,9 AM - before 11 AM,8
452926,9 PM or later,1
452931,5 PM - before 9 PM,2
452931,Before 9 AM,4
452942,Before 9 AM,12
452949,11 AM - before 2 PM,1
452949,5 PM - before 9 PM,1
452984,2 PM - before 5 PM,1
452984,5 PM - before 9 PM,0
452984,Before 9 AM,2
452990,5 PM - before 9 PM,3
452990,9 AM - before 11 AM,3
452993,5 PM - before 9 PM,4
453023,11 AM - before 2 PM,2
453023,5 PM - before 9 PM,2
453024,11 AM - before 2 PM,1
453024,5 PM - before 9 PM,1
453082,5 PM - before 9 PM,0
453082,Before 9 AM,0
453083,5 PM - before 9 PM,4
453084,Before 9 AM,17
453085,5 PM - before 9 PM,4
453086,Before 9 AM,0
453087,5 PM - before 9 PM,2
453087,Before 9 AM,12
453119,5 PM - before 9 PM,0
453120,Before 9 AM,24
453148,Before 9 AM,4
453151,Before 9 AM,5
453176,9 AM - before 11 AM,0
453196,2 PM - before 5 PM,9
453196,5 PM - before 9 PM,5
453196,Before 9 AM,24
453250,5 PM - before 9 PM,4
453267,5 PM - before 9 PM,4
453267,Before 9 AM,4
453276,5 PM - before 9 PM,1
453276,Before 9 AM,2
453283,Before 9 AM,3
453285,11 AM - before 2 PM,2
453288,Before 9 AM,2
453296,Before 9 AM,7
453299,5 PM - before 9 PM,8
453351,2 PM - before 5 PM,3
453374,2 PM - before 5 PM,5
453374,5 PM - before 9 PM,5
453393,5 PM - before 9 PM,6
453393,Before 9 AM,26
453399,5 PM - before 9 PM,2
453400,5 PM - before 9 PM,1
453404,Before 9 AM,8
453412,5 PM - before 9 PM,4
453413,Before 9 AM,25
453415,11 AM - before 2 PM,12
453415,Before 9 AM,23
453418,5 PM - before 9 PM,5
453418,9 AM - before 11 AM,3
453460,5 PM - before 9 PM,1
453460,Before 9 AM,1
453461,5 PM - before 9 PM,6
453489,Before 9 AM,26
453506,5 PM - before 9 PM,8
453546,5 PM - before 9 PM,2
453546,Before 9 AM,0
453550,9 PM or later,5
453550,Before 9 AM,10
453555,11 AM - before 2 PM,3
453555,5 PM - before 9 PM,1
453555,Before 9 AM,2
453561,5 PM - before 9 PM,1
453561,9 PM or later,1
453568,9 AM - before 11 AM,0
453571,5 PM - before 9 PM,1
453572,5 PM - before 9 PM,3
453572,9 AM - before 11 AM,3
453573,5 PM - before 9 PM,5
453573,9 PM or later,1
453574,5 PM - before 9 PM,1
453576,5 PM - before 9 PM,4
453577,5 PM - before 9 PM,3
453578,5 PM - before 9 PM,2
453579,5 PM - before 9 PM,6
453598,5 PM - before 9 PM,3
453607,Before 9 AM,0
453615,11 AM - before 2 PM,2
453615,5 PM - before 9 PM,4
453619,2 PM - before 5 PM,0
453619,Before 9 AM,25
453621,5 PM - before 9 PM,4
453627,Before 9 AM,25
453637,5 PM - before 9 PM,25
453637,Before 9 AM,25
453650,Before 9 AM,0
453658,Before 9 AM,0
453659,2 PM - before 5 PM,0
453659,5 PM - before 9 PM,0
453666,Before 9 AM,8
453684,Before 9 AM,25
453685,5 PM - before 9 PM,1
453686,Before 9 AM,0
453725,Before 9 AM,25
453726,9 AM - before 11 AM,4
453731,5 PM - before 9 PM,1
453731,9 AM - before 11 AM,2
453737,2 PM - before 5 PM,0
453738,5 PM - before 9 PM,0
453739,2 PM - before 5 PM,3
453741,2 PM - before 5 PM,3
453741,9 AM - before 11 AM,4
453754,9 AM - before 11 AM,5
453757,11 AM - before 2 PM,2
453757,5 PM - before 9 PM,4
453757,9 AM - before 11 AM,5
453758,5 PM - before 9 PM,3
453759,2 PM - before 5 PM,1
453759,5 PM - before 9 PM,1
453760,5 PM - before 9 PM,1
453760,Before 9 AM,1
453761,5 PM - before 9 PM,3
453764,Before 9 AM,24
453779,5 PM - before 9 PM,12
453782,5 PM - before 9 PM,5
453782,Before 9 AM,8
453783,Before 9 AM,2
453816,11 AM - before 2 PM,1
453828,5 PM - before 9 PM,4
453843,5 PM - before 9 PM,3
453843,Before 9 AM,2
453846,5 PM - before 9 PM,0
453868,5 PM - before 9 PM,2
453884,5 PM - before 9 PM,2
453885,9 AM - before 11 AM,0
453896,Before 9 AM,4
453916,5 PM - before 9 PM,3
453936,5 PM - before 9 PM,3
453936,9 AM - before 11 AM,5
453950,Before 9 AM,0
453991,5 PM - before 9 PM,3
453991,Before 9 AM,1
453994,9 AM - before 11 AM,4
453996,5 PM - before 9 PM,2
454037,11 AM - before 2 PM,4
454079,9 PM or later,2
454079,Before 9 AM,5
454102,2 PM - before 5 PM,4
454102,9 AM - before 11 AM,0
454114,2 PM - before 5 PM,2
454114,Before 9 AM,5
454122,5 PM - before 9 PM,24
454122,Before 9 AM,24
454149,Before 9 AM,14
454195,Before 9 AM,18
454269,5 PM - before 9 PM,4
454269,Before 9 AM,6
454273,Before 9 AM,0
454274,Before 9 AM,17
454275,5 PM - before 9 PM,2
454275,Before 9 AM,6
454276,5 PM - before 9 PM,4
454288,Before 9 AM,4
454292,5 PM - before 9 PM,3
454292,Before 9 AM,3
454305,Before 9 AM,24
454308,Before 9 AM,0
454310,2 PM - before 5 PM,4
454310,Before 9 AM,22
454331,Before 9 AM,24
454332,Before 9 AM,6
454333,5 PM - before 9 PM,1
454333,Before 9 AM,0
454334,5 PM - before 9 PM,0
454336,2 PM - before 5 PM,6
454336,Before 9 AM,19
454375,Before 9 AM,0
454386,Before 9 AM,0
454422,2 PM - before 5 PM,6
454422,5 PM - before 9 PM,5
454422,Before 9 AM,24
454424,11 AM - before 2 PM,7
454424,Before 9 AM,11
454456,5 PM - before 9 PM,0
454456,Before 9 AM,0
454506,2 PM - before 5 PM,10
454506,Before 9 AM,24
454523,5 PM - before 9 PM,0
454544,11 AM - before 2 PM,0
454567,11 AM - before 2 PM,6
454567,Before 9 AM,2
454579,5 PM - before 9 PM,0
454579,Before 9 AM,24
454584,Before 9 AM,26
454604,5 PM - before 9 PM,3
454604,Before 9 AM,5
454621,5 PM - before 9 PM,0
454621,Before 9 AM,5
454634,5 PM - before 9 PM,0
454634,Before 9 AM,0
454672,5 PM - before 9 PM,0
454672,9 AM - before 11 AM,2
454673,5 PM - before 9 PM,4
454673,Before 9 AM,4
454692,5 PM - before 9 PM,2
454703,Before 9 AM,4
454704,Before 9 AM,0
454705,5 PM - before 9 PM,2
454705,9 AM - before 11 AM,3
454719,Before 9 AM,0
454721,5 PM - before 9 PM,6
454721,Before 9 AM,19
454736,5 PM - before 9 PM,8
454736,9 PM or later,4
454750,5 PM - before 9 PM,7
454751,5 PM - before 9 PM,2
454751,9 AM - before 11 AM,0
454752,2 PM - before 5 PM,0
454752,5 PM - before 9 PM,1
454753,5 PM - before 9 PM,6
454767,5 PM - before 9 PM,2
454767,9 AM - before 11 AM,1
454788,Before 9 AM,25
454790,5 PM - before 9 PM,1
454790,9 AM - before 11 AM,1
454792,5 PM - before 9 PM,0
454793,2 PM - before 5 PM,6
454793,5 PM - before 9 PM,4
454803,2 PM - before 5 PM,0
454805,5 PM - before 9 PM,2
454805,Before 9 AM,2
454831,5 PM - before 9 PM,2
454844,5 PM - before 9 PM,2
454854,2 PM - before 5 PM,4
454860,5 PM - before 9 PM,4
454860,Before 9 AM,1
454881,Before 9 AM,4
454887,5 PM - before 9 PM,3
454887,Before 9 AM,5
454898,2 PM - before 5 PM,2
454898,9 AM - before 11 AM,2
454911,5 PM - before 9 PM,1
454912,5 PM - before 9 PM,4
454913,2 PM - before 5 PM,9
454913,Before 9 AM,13
454915,Before 9 AM,0
454916,9 AM - before 11 AM,24
454918,5 PM - before 9 PM,0
454918,9 AM - before 11 AM,0
454919,2 PM - before 5 PM,2
454919,5 PM - before 9 PM,1
454919,Before 9 AM,3
454921,9 AM - before 11 AM,2
454924,Before 9 AM,3
454936,5 PM - before 9 PM,0
454943,Before 9 AM,24
454952,2 PM - before 5 PM,1
454958,5 PM - before 9 PM,3
454962,11 AM - before 2 PM,8
454962,Before 9 AM,10
454969,5 PM - before 9 PM,3
454969,9 AM - before 11 AM,4
454976,11 AM - before 2 PM,5
454979,5 PM - before 9 PM,5
454980,5 PM - before 9 PM,2
454984,Before 9 AM,0
454985,5 PM - before 9 PM,0
455004,5 PM - before 9 PM,4
455007,5 PM - before 9 PM,4
455010,5 PM - before 9 PM,2
455019,Before 9 AM,8
455053,Before 9 AM,2
455061,11 AM - before 2 PM,4
455068,Before 9 AM,4
455070,Before 9 AM,22
455072,Before 9 AM,9
455083,5 PM - before 9 PM,2
455100,5 PM - before 9 PM,1
455141,Before 9 AM,19
455145,2 PM - before 5 PM,5
455145,5 PM - before 9 PM,5
455145,Before 9 AM,14
455166,Before 9 AM,0
455180,Before 9 AM,0
455197,5 PM - before 9 PM,12
455197,Before 9 AM,12
455225,Before 9 AM,26
455232,5 PM - before 9 PM,4
455232,9 AM - before 11 AM,4
455259,5 PM - before 9 PM,1
455274,5 PM - before 9 PM,2
455319,5 PM - before 9 PM,0
455320,5 PM - before 9 PM,0
455330,5 PM - before 9 PM,1
455330,9 PM or later,1
455337,11 AM - before 2 PM,4
455348,5 PM - before 9 PM,5
455348,Before 9 AM,5
455349,5 PM - before 9 PM,0
455353,Before 9 AM,24
455408,9 AM - before 11 AM,4
455410,5 PM - before 9 PM,4
455418,9 AM - before 11 AM,0
455439,5 PM - before 9 PM,2
455442,5 PM - before 9 PM,4
455443,5 PM - before 9 PM,0
455444,5 PM - before 9 PM,12
455444,Before 9 AM,12
455461,Before 9 AM,24
455491,11 AM - before 2 PM,2
455496,Before 9 AM,18
455530,Before 9 AM,2
455537,Before 9 AM,24
455548,5 PM - before 9 PM,1
455550,5 PM - before 9 PM,5
455550,Before 9 AM,4
455573,5 PM - before 9 PM,0
455582,5 PM - before 9 PM,0
455587,5 PM - before 9 PM,0
455604,5 PM - before 9 PM,3
455623,5 PM - before 9 PM,2
455691,2 PM - before 5 PM,3
455691,5 PM - before 9 PM,9
455691,Before 9 AM,13
455712,5 PM - before 9 PM,4
455712,9 AM - before 11 AM,3
455716,5 PM - before 9 PM,2
455716,9 AM - before 11 AM,2
455719,5 PM - before 9 PM,3
455719,9 AM - before 11 AM,2
455720,5 PM - before 9 PM,3
455740,5 PM - before 9 PM,1
455740,9 PM or later,1
455770,5 PM - before 9 PM,4
455806,9 AM - before 11 AM,0
455807,5 PM - before 9 PM,3
455807,Before 9 AM,6
455808,2 PM - before 5 PM,2
455808,5 PM - before 9 PM,7
455809,5 PM - before 9 PM,5
455809,9 PM or later,2
455814,Before 9 AM,0
455815,5 PM - before 9 PM,0
455816,Before 9 AM,15
455825,9 AM - before 11 AM,0
455840,Before 9 AM,2
455898,5 PM - before 9 PM,4
455911,Before 9 AM,3
455927,11 AM - before 2 PM,4
455968,Before 9 AM,18
455993,Before 9 AM,24
456027,5 PM - before 9 PM,3
456027,Before 9 AM,6
456044,5 PM - before 9 PM,3
456053,5 PM - before 9 PM,4
456067,5 PM - before 9 PM,7
456072,9 AM - before 11 AM,2
456072,Before 9 AM,2
456103,Before 9 AM,24
456138,Before 9 AM,26
456149,5 PM - before 9 PM,2
456150,5 PM - before 9 PM,1
456150,9 AM - before 11 AM,3
456151,5 PM - before 9 PM,3
456157,Before 9 AM,0
456167,2 PM - before 5 PM,11
456167,9 AM - before 11 AM,11
456175,5 PM - before 9 PM,2
456180,5 PM - before 9 PM,2
456180,Before 9 AM,0
456232,Before 9 AM,12
456256,5 PM - before 9 PM,4
456257,5 PM - before 9 PM,2
456257,Before 9 AM,24
456260,11 AM - before 2 PM,4
456260,Before 9 AM,4
456309,5 PM - before 9 PM,0
456309,Before 9 AM,0
456313,Before 9 AM,4
456381,9 AM - before 11 AM,0
456387,5 PM - before 9 PM,4
456387,Before 9 AM,3
456394,5 PM - before 9 PM,5
456394,Before 9 AM,3
456399,Before 9 AM,2
456444,Before 9 AM,24
456501,2 PM - before 5 PM,3
456501,Before 9 AM,4
456512,5 PM - before 9 PM,0
456518,Before 9 AM,24
456524,5 PM - before 9 PM,4
456538,11 AM - before 2 PM,12
456547,2 PM - before 5 PM,2
456547,9 AM - before 11 AM,2
456547,Before 9 AM,3
456548,5 PM - before 9 PM,2
456548,Before 9 AM,5
456549,2 PM - before 5 PM,2
456549,5 PM - before 9 PM,2
456559,9 AM - before 11 AM,24
456562,11 AM - before 2 PM,4
456562,5 PM - before 9 PM,2
456562,9 AM - before 11 AM,2
456563,5 PM - before 9 PM,3
456564,2 PM - before 5 PM,3
456564,Before 9 AM,7
456565,5 PM - before 9 PM,2
456565,Before 9 AM,1
456571,Before 9 AM,16
456572,Before 9 AM,10
456573,5 PM - before 9 PM,1
456573,9 AM - before 11 AM,1
456582,5 PM - before 9 PM,2
456582,Before 9 AM,2
456583,5 PM - before 9 PM,1
456583,Before 9 AM,3
456584,5 PM - before 9 PM,0
456588,5 PM - before 9 PM,3
456588,Before 9 AM,3
456600,Before 9 AM,0
456618,Before 9 AM,25
456627,Before 9 AM,13
456628,5 PM - before 9 PM,0
456628,Before 9 AM,0
456668,2 PM - before 5 PM,6
456668,Before 9 AM,12
456689,2 PM - before 5 PM,7
456689,Before 9 AM,9
456724,Before 9 AM,6
456729,Before 9 AM,24
456735,Before 9 AM,22
456739,5 PM - before 9 PM,12
456739,Before 9 AM,12
456740,5 PM - before 9 PM,9
456760,5 PM - before 9 PM,4
456760,9 PM or later,3
456760,Before 9 AM,9
456777,5 PM - before 9 PM,11
456777,Before 9 AM,15
456781,5 PM - before 9 PM,12
456781,Before 9 AM,8
456787,5 PM - before 9 PM,18
456799,11 AM - before 2 PM,7
456802,Before 9 AM,18
456808,Before 9 AM,25
456809,5 PM - before 9 PM,0
456826,2 PM - before 5 PM,13
456826,Before 9 AM,11
456854,5 PM - before 9 PM,0
456857,5 PM - before 9 PM,0
456857,9 PM or later,0
456880,5 PM - before 9 PM,4
456907,Before 9 AM,2
456910,Before 9 AM,12
456936,Before 9 AM,18
456937,2 PM - before 5 PM,2
456937,5 PM - before 9 PM,2
456937,9 AM - before 11 AM,1
456943,2 PM - before 5 PM,1
456943,5 PM - before 9 PM,1
456943,9 AM - before 11 AM,2
456947,5 PM - before 9 PM,3
456947,Before 9 AM,5
456954,5 PM - before 9 PM,4
457003,5 PM - before 9 PM,6
457005,2 PM - before 5 PM,12
457005,Before 9 AM,24
457023,11 AM - before 2 PM,4
457052,11 AM - before 2 PM,3
457052,9 AM - before 11 AM,2
457102,5 PM - before 9 PM,8
457104,5 PM - before 9 PM,6
457104,Before 9 AM,12
457128,9 AM - before 11 AM,4
457149,5 PM - before 9 PM,1
457153,11 AM - before 2 PM,10
457153,Before 9 AM,16
457171,5 PM - before 9 PM,8
457175,5 PM - before 9 PM,3
457175,Before 9 AM,4
457212,5 PM - before 9 PM,3
457212,Before 9 AM,5
457213,5 PM - before 9 PM,2
457213,Before 9 AM,2
457214,2 PM - before 5 PM,7
457214,5 PM - before 9 PM,3
457216,5 PM - before 9 PM,6
457228,5 PM - before 9 PM,2
457229,Before 9 AM,4
457245,2 PM - before 5 PM,7
457245,9 AM - before 11 AM,8
457245,Before 9 AM,10
457269,Before 9 AM,18
457275,5 PM - before 9 PM,1
457275,Before 9 AM,1
457287,5 PM - before 9 PM,0
457288,2 PM - before 5 PM,9
457288,Before 9 AM,11
457289,2 PM - before 5 PM,5
457289,Before 9 AM,5
457290,11 AM - before 2 PM,5
457290,5 PM - before 9 PM,5
457290,Before 9 AM,12
457291,5 PM - before 9 PM,3
457291,Before 9 AM,18
457300,5 PM - before 9 PM,0
457300,Before 9 AM,2
457301,11 AM - before 2 PM,2
457301,5 PM - before 9 PM,1
457302,5 PM - before 9 PM,2
457303,2 PM - before 5 PM,2
457303,Before 9 AM,6
457304,2 PM - before 5 PM,4
457304,Before 9 AM,21
457307,9 AM - before 11 AM,4
457329,5 PM - before 9 PM,3
457329,Before 9 AM,3
457338,11 AM - before 2 PM,6
457338,Before 9 AM,4
457419,Before 9 AM,9
457459,Before 9 AM,3
457477,5 PM - before 9 PM,5
457495,Before 9 AM,0
457498,5 PM - before 9 PM,2
457517,5 PM - before 9 PM,0
457517,9 AM - before 11 AM,3
457551,Before 9 AM,9
457554,Before 9 AM,2
457570,5 PM - before 9 PM,4
457571,5 PM - before 9 PM,4
457572,9 AM - before 11 AM,3
457583,Before 9 AM,26
457601,9 AM - before 11 AM,0
457602,Before 9 AM,24
457621,5 PM - before 9 PM,5
457621,Before 9 AM,20
457622,9 AM - before 11 AM,4
457622,Before 9 AM,1
457627,Before 9 AM,0
457637,9 AM - before 11 AM,0
457660,5 PM - before 9 PM,12
457677,Before 9 AM,4
457695,5 PM - before 9 PM,3
457695,Before 9 AM,4
457699,2 PM - before 5 PM,1
457699,9 AM - before 11 AM,1
457714,9 AM - before 11 AM,0
457718,11 AM - before 2 PM,10
457718,Before 9 AM,10
457728,2 PM - before 5 PM,5
457728,Before 9 AM,5
457771,5 PM - before 9 PM,0
457774,Before 9 AM,2
457777,Before 9 AM,4
457778,9 AM - before 11 AM,4
457783,5 PM - before 9 PM,2
457783,Before 9 AM,2
457786,5 PM - before 9 PM,5
457786,Before 9 AM,0
457789,5 PM - before 9 PM,2
457789,Before 9 AM,22
457825,5 PM - before 9 PM,18
457935,Before 9 AM,8
457953,Before 9 AM,4
458002,Before 9 AM,6
458021,Before 9 AM,7
458046,11 AM - before 2 PM,2
458046,Before 9 AM,6
458059,2 PM - before 5 PM,3
458059,5 PM - before 9 PM,3
458063,2 PM - before 5 PM,3
458063,5 PM - before 9 PM,3
458085,5 PM - before 9 PM,0
458086,Before 9 AM,4
458088,5 PM - before 9 PM,0
458090,Before 9 AM,20
458091,Before 9 AM,6
458095,5 PM - before 9 PM,3
458096,Before 9 AM,12
458098,5 PM - before 9 PM,2
458099,Before 9 AM,12
458100,5 PM - before 9 PM,2
458101,2 PM - before 5 PM,0
458101,5 PM - before 9 PM,1
458123,11 AM - before 2 PM,6
458123,Before 9 AM,10
458126,9 AM - before 11 AM,2
458164,9 AM - before 11 AM,0
458165,5 PM - before 9 PM,0
