ID,Needstates,Day#Daypart,NeedstateGroup
736467,Working / Business meeting,Weekdays,Working & business meeting
736531,Drinking coffee,5 PM - before 9 PM,Drinking beverages
736531,Drinking coffee,Before 9 AM,Drinking beverages
736531,Drinking coffee,Overall,Drinking beverages
736531,Drinking coffee,Weekends,Drinking beverages
736531,Socializing with friends,5 PM - before 9 PM,Socializing
736531,Socializing with friends,Before 9 AM,Socializing
736531,Socializing with friends,Overall,Socializing
736531,Socializing with friends,Weekends,Socializing
736777,Drinking coffee,2 PM - before 5 PM,Drinking beverages
736777,Drinking coffee,5 PM - before 9 PM,Drinking beverages
736777,Drinking coffee,9 AM - before 11 AM,Drinking beverages
736777,Drinking coffee,Overall,Drinking beverages
736777,Drinking coffee,Weekdays,Drinking beverages
736777,Drinking coffee,Weekends,Drinking beverages
736777,"Drinking other beverages (excluding tea, coffee, freeze)",2 PM - before 5 PM,Drinking beverages
736777,"Drinking other beverages (excluding tea, coffee, freeze)",5 PM - before 9 PM,Drinking beverages
736777,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
736777,"Drinking other beverages (excluding tea, coffee, freeze)",Weekdays,Drinking beverages
736777,"Drinking other beverages (excluding tea, coffee, freeze)",Weekends,Drinking beverages
736777,Socializing with colleagues,9 AM - before 11 AM,Socializing
736777,Socializing with colleagues,Overall,Socializing
736777,Socializing with colleagues,Weekdays,Socializing
736777,Socializing with friends,2 PM - before 5 PM,Socializing
736777,Socializing with friends,5 PM - before 9 PM,Socializing
736777,Socializing with friends,Overall,Socializing
736777,Socializing with friends,Weekdays,Socializing
736777,Socializing with friends,Weekends,Socializing
736777,Working / Business meeting,9 AM - before 11 AM,Working & business meeting
736777,Working / Business meeting,Overall,Working & business meeting
736777,Working / Business meeting,Weekdays,Working & business meeting
736817,Drinking coffee,11 AM - before 2 PM,Drinking beverages
736817,Drinking coffee,5 PM - before 9 PM,Drinking beverages
736817,Drinking coffee,9 AM - before 11 AM,Drinking beverages
736817,Drinking coffee,Overall,Drinking beverages
736817,Drinking coffee,Weekdays,Drinking beverages
736817,Drinking coffee,Weekends,Drinking beverages
736817,"Drinking other beverages (excluding tea, coffee, freeze)",11 AM - before 2 PM,Drinking beverages
736817,"Drinking other beverages (excluding tea, coffee, freeze)",5 PM - before 9 PM,Drinking beverages
736817,"Drinking other beverages (excluding tea, coffee, freeze)",9 AM - before 11 AM,Drinking beverages
736817,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
736817,"Drinking other beverages (excluding tea, coffee, freeze)",Weekdays,Drinking beverages
736817,"Drinking other beverages (excluding tea, coffee, freeze)",Weekends,Drinking beverages
736817,"Enterntainment (watching movies. Playing games, browsing web,…)",11 AM - before 2 PM,Relaxing & entertainment
736817,"Enterntainment (watching movies. Playing games, browsing web,…)",5 PM - before 9 PM,Relaxing & entertainment
736817,"Enterntainment (watching movies. Playing games, browsing web,…)",9 AM - before 11 AM,Relaxing & entertainment
736817,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
736817,"Enterntainment (watching movies. Playing games, browsing web,…)",Weekdays,Relaxing & entertainment
736817,"Enterntainment (watching movies. Playing games, browsing web,…)",Weekends,Relaxing & entertainment
736817,Socializing with colleagues,11 AM - before 2 PM,Socializing
736817,Socializing with colleagues,5 PM - before 9 PM,Socializing
736817,Socializing with colleagues,9 AM - before 11 AM,Socializing
736817,Socializing with colleagues,Overall,Socializing
736817,Socializing with colleagues,Weekdays,Socializing
736817,Socializing with family / relatives,5 PM - before 9 PM,Socializing
736817,Socializing with family / relatives,Overall,Socializing
736817,Socializing with family / relatives,Weekends,Socializing
736817,Socializing with friends,5 PM - before 9 PM,Socializing
736817,Socializing with friends,Overall,Socializing
736817,Socializing with friends,Weekends,Socializing
736817,Working / Business meeting,11 AM - before 2 PM,Working & business meeting
736817,Working / Business meeting,9 AM - before 11 AM,Working & business meeting
736817,Working / Business meeting,Overall,Working & business meeting
736817,Working / Business meeting,Weekdays,Working & business meeting
736894,Drinking coffee,2 PM - before 5 PM,Drinking beverages
736894,Drinking coffee,5 PM - before 9 PM,Drinking beverages
736894,Drinking coffee,9 PM or later,Drinking beverages
736894,Drinking coffee,Before 9 AM,Drinking beverages
736894,Drinking coffee,Overall,Drinking beverages
736894,Drinking coffee,Weekdays,Drinking beverages
736894,Drinking coffee,Weekends,Drinking beverages
736894,Socializing with friends,2 PM - before 5 PM,Socializing
736894,Socializing with friends,5 PM - before 9 PM,Socializing
736894,Socializing with friends,9 PM or later,Socializing
736894,Socializing with friends,Before 9 AM,Socializing
736894,Socializing with friends,Overall,Socializing
736894,Socializing with friends,Weekdays,Socializing
736894,Socializing with friends,Weekends,Socializing
737074,Drinking coffee,5 PM - before 9 PM,Drinking beverages
737074,Drinking coffee,Overall,Drinking beverages
737074,Drinking coffee,Weekends,Drinking beverages
737074,Socializing with family / relatives,5 PM - before 9 PM,Socializing
737074,Socializing with family / relatives,Overall,Socializing
737074,Socializing with family / relatives,Weekends,Socializing
737085,"Drinking other beverages (excluding tea, coffee, freeze)",5 PM - before 9 PM,Drinking beverages
737085,"Drinking other beverages (excluding tea, coffee, freeze)",9 AM - before 11 AM,Drinking beverages
737085,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
737085,"Drinking other beverages (excluding tea, coffee, freeze)",Weekdays,Drinking beverages
737085,"Drinking other beverages (excluding tea, coffee, freeze)",Weekends,Drinking beverages
737085,Socializing with family / relatives,5 PM - before 9 PM,Socializing
737085,Socializing with family / relatives,9 AM - before 11 AM,Socializing
737085,Socializing with family / relatives,Overall,Socializing
737085,Socializing with family / relatives,Weekends,Socializing
737085,Socializing with friends,5 PM - before 9 PM,Socializing
737085,Socializing with friends,Overall,Socializing
737085,Socializing with friends,Weekdays,Socializing
737100,Drinking coffee,Before 9 AM,Drinking beverages
737100,Drinking coffee,Overall,Drinking beverages
737100,Drinking coffee,Weekdays,Drinking beverages
737100,Drinking coffee,Weekends,Drinking beverages
737100,Drinking tea,Before 9 AM,Drinking beverages
737100,Drinking tea,Overall,Drinking beverages
737100,Drinking tea,Weekdays,Drinking beverages
737100,Drinking tea,Weekends,Drinking beverages
737100,Socializing with friends,Before 9 AM,Socializing
737100,Socializing with friends,Overall,Socializing
737100,Socializing with friends,Weekdays,Socializing
737100,Socializing with friends,Weekends,Socializing
737128,Drinking coffee,Before 9 AM,Drinking beverages
737128,Drinking coffee,Overall,Drinking beverages
737128,Drinking coffee,Weekdays,Drinking beverages
737128,Drinking coffee,Weekends,Drinking beverages
737128,Socializing with friends,Before 9 AM,Socializing
737128,Socializing with friends,Overall,Socializing
737128,Socializing with friends,Weekdays,Socializing
737128,Socializing with friends,Weekends,Socializing
737254,Drinking ice-blended,5 PM - before 9 PM,Drinking beverages
737254,Drinking ice-blended,Overall,Drinking beverages
737254,Socializing with colleagues,Overall,Socializing
737254,Socializing with family / relatives,Overall,Socializing
737254,Socializing with family / relatives,Weekends,Socializing
737286,Drinking coffee,11 AM - before 2 PM,Drinking beverages
737286,Drinking coffee,2 PM - before 5 PM,Drinking beverages
737286,Drinking coffee,5 PM - before 9 PM,Drinking beverages
737286,Drinking coffee,Before 9 AM,Drinking beverages
737286,Drinking coffee,Overall,Drinking beverages
737286,Drinking coffee,Weekdays,Drinking beverages
737286,"Enterntainment (watching movies. Playing games, browsing web,…)",11 AM - before 2 PM,Relaxing & entertainment
737286,"Enterntainment (watching movies. Playing games, browsing web,…)",2 PM - before 5 PM,Relaxing & entertainment
737286,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
737286,Socializing with family / relatives,2 PM - before 5 PM,Socializing
737286,Socializing with family / relatives,5 PM - before 9 PM,Socializing
737286,Socializing with family / relatives,Before 9 AM,Socializing
737286,Socializing with family / relatives,Overall,Socializing
737286,Socializing with family / relatives,Weekdays,Socializing
737360,Drinking coffee,9 AM - before 11 AM,Drinking beverages
737360,Drinking coffee,Overall,Drinking beverages
737360,Drinking coffee,Weekends,Drinking beverages
737360,Socializing with family / relatives,9 AM - before 11 AM,Socializing
737360,Socializing with family / relatives,Overall,Socializing
737360,Socializing with family / relatives,Weekends,Socializing
737360,Socializing with friends,9 AM - before 11 AM,Socializing
737360,Socializing with friends,Overall,Socializing
737360,Socializing with friends,Weekends,Socializing
737379,Drinking coffee,11 AM - before 2 PM,Drinking beverages
737379,Drinking coffee,9 AM - before 11 AM,Drinking beverages
737379,Drinking coffee,Overall,Drinking beverages
737379,Drinking coffee,Weekdays,Drinking beverages
737379,Drinking coffee,Weekends,Drinking beverages
737379,Drinking ice-blended,5 PM - before 9 PM,Drinking beverages
737379,Drinking ice-blended,Overall,Drinking beverages
737379,Drinking ice-blended,Weekdays,Drinking beverages
737379,Drinking ice-blended,Weekends,Drinking beverages
737379,"Enterntainment (watching movies. Playing games, browsing web,…)",5 PM - before 9 PM,Relaxing & entertainment
737379,"Enterntainment (watching movies. Playing games, browsing web,…)",9 AM - before 11 AM,Relaxing & entertainment
737379,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
737379,"Enterntainment (watching movies. Playing games, browsing web,…)",Weekdays,Relaxing & entertainment
737379,"Enterntainment (watching movies. Playing games, browsing web,…)",Weekends,Relaxing & entertainment
737379,Socializing with friends,11 AM - before 2 PM,Socializing
737379,Socializing with friends,5 PM - before 9 PM,Socializing
737379,Socializing with friends,9 AM - before 11 AM,Socializing
737379,Socializing with friends,Overall,Socializing
737379,Socializing with friends,Weekdays,Socializing
737379,Socializing with friends,Weekends,Socializing
737382,Drinking coffee,9 AM - before 11 AM,Drinking beverages
737382,Drinking coffee,Overall,Drinking beverages
737382,Drinking coffee,Weekdays,Drinking beverages
737382,Drinking coffee,Weekends,Drinking beverages
737382,Socializing with friends,9 AM - before 11 AM,Socializing
737382,Socializing with friends,Overall,Socializing
737382,Socializing with friends,Weekdays,Socializing
737382,Socializing with friends,Weekends,Socializing
737402,Drinking coffee,5 PM - before 9 PM,Drinking beverages
737402,Drinking coffee,9 AM - before 11 AM,Drinking beverages
737402,Drinking coffee,Overall,Drinking beverages
737402,Drinking coffee,Weekends,Drinking beverages
737402,"Drinking other beverages (excluding tea, coffee, freeze)",5 PM - before 9 PM,Drinking beverages
737402,"Drinking other beverages (excluding tea, coffee, freeze)",9 AM - before 11 AM,Drinking beverages
737402,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
737402,"Drinking other beverages (excluding tea, coffee, freeze)",Weekends,Drinking beverages
737402,"Enterntainment (watching movies. Playing games, browsing web,…)",5 PM - before 9 PM,Relaxing & entertainment
737402,"Enterntainment (watching movies. Playing games, browsing web,…)",9 AM - before 11 AM,Relaxing & entertainment
737402,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
737402,"Enterntainment (watching movies. Playing games, browsing web,…)",Weekends,Relaxing & entertainment
737402,Relaxing (Alone),Overall,Relaxing & entertainment
737402,Socializing with family / relatives,5 PM - before 9 PM,Socializing
737402,Socializing with family / relatives,Overall,Socializing
737402,Socializing with family / relatives,Weekends,Socializing
737402,Socializing with friends,5 PM - before 9 PM,Socializing
737402,Socializing with friends,9 AM - before 11 AM,Socializing
737402,Socializing with friends,Overall,Socializing
737402,Socializing with friends,Weekends,Socializing
737459,"Drinking other beverages (excluding tea, coffee, freeze)",9 AM - before 11 AM,Drinking beverages
737459,"Drinking other beverages (excluding tea, coffee, freeze)",Before 9 AM,Drinking beverages
737459,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
737459,"Drinking other beverages (excluding tea, coffee, freeze)",Weekdays,Drinking beverages
737459,"Drinking other beverages (excluding tea, coffee, freeze)",Weekends,Drinking beverages
737459,Socializing with friends,9 AM - before 11 AM,Socializing
737459,Socializing with friends,Before 9 AM,Socializing
737459,Socializing with friends,Overall,Socializing
737459,Socializing with friends,Weekdays,Socializing
737459,Socializing with friends,Weekends,Socializing
737464,Drinking ice-blended,9 AM - before 11 AM,Drinking beverages
737464,Drinking ice-blended,Before 9 AM,Drinking beverages
737464,Drinking ice-blended,Overall,Drinking beverages
737464,Drinking ice-blended,Weekends,Drinking beverages
737464,Socializing with friends,9 AM - before 11 AM,Socializing
737464,Socializing with friends,Before 9 AM,Socializing
737464,Socializing with friends,Overall,Socializing
737464,Socializing with friends,Weekends,Socializing
737467,Drinking coffee,9 PM or later,Drinking beverages
737467,Drinking coffee,Overall,Drinking beverages
737467,Drinking coffee,Weekdays,Drinking beverages
737467,Drinking coffee,Weekends,Drinking beverages
737467,Drinking tea,5 PM - before 9 PM,Drinking beverages
737467,Drinking tea,9 PM or later,Drinking beverages
737467,Drinking tea,Overall,Drinking beverages
737467,Drinking tea,Weekdays,Drinking beverages
737467,Drinking tea,Weekends,Drinking beverages
737467,"Enterntainment (watching movies. Playing games, browsing web,…)",5 PM - before 9 PM,Relaxing & entertainment
737467,"Enterntainment (watching movies. Playing games, browsing web,…)",9 PM or later,Relaxing & entertainment
737467,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
737467,"Enterntainment (watching movies. Playing games, browsing web,…)",Weekdays,Relaxing & entertainment
737467,"Enterntainment (watching movies. Playing games, browsing web,…)",Weekends,Relaxing & entertainment
737467,Socializing with friends,5 PM - before 9 PM,Socializing
737467,Socializing with friends,9 PM or later,Socializing
737467,Socializing with friends,Overall,Socializing
737467,Socializing with friends,Weekdays,Socializing
737467,Socializing with friends,Weekends,Socializing
737514,Drinking coffee,2 PM - before 5 PM,Drinking beverages
737514,Drinking coffee,5 PM - before 9 PM,Drinking beverages
737514,Drinking coffee,Overall,Drinking beverages
737514,Drinking coffee,Weekdays,Drinking beverages
737514,Drinking coffee,Weekends,Drinking beverages
737514,Drinking tea,2 PM - before 5 PM,Drinking beverages
737514,Drinking tea,5 PM - before 9 PM,Drinking beverages
737514,Drinking tea,Overall,Drinking beverages
737514,Drinking tea,Weekdays,Drinking beverages
737514,Drinking tea,Weekends,Drinking beverages
737514,Socializing with friends,2 PM - before 5 PM,Socializing
737514,Socializing with friends,5 PM - before 9 PM,Socializing
737514,Socializing with friends,Overall,Socializing
737514,Socializing with friends,Weekdays,Socializing
737514,Socializing with friends,Weekends,Socializing
737543,Drinking coffee,5 PM - before 9 PM,Drinking beverages
737543,Drinking coffee,Overall,Drinking beverages
737543,Drinking coffee,Weekdays,Drinking beverages
737543,Drinking coffee,Weekends,Drinking beverages
737543,Drinking tea,5 PM - before 9 PM,Drinking beverages
737543,Drinking tea,9 PM or later,Drinking beverages
737543,Drinking tea,Overall,Drinking beverages
737543,Drinking tea,Weekdays,Drinking beverages
737543,Drinking tea,Weekends,Drinking beverages
737543,Socializing with family / relatives,5 PM - before 9 PM,Socializing
737543,Socializing with family / relatives,9 PM or later,Socializing
737543,Socializing with family / relatives,Overall,Socializing
737543,Socializing with family / relatives,Weekdays,Socializing
737543,Socializing with family / relatives,Weekends,Socializing
737543,Socializing with friends,5 PM - before 9 PM,Socializing
737543,Socializing with friends,9 PM or later,Socializing
737543,Socializing with friends,Overall,Socializing
737543,Socializing with friends,Weekdays,Socializing
737543,Socializing with friends,Weekends,Socializing
737583,Drinking coffee,Before 9 AM,Drinking beverages
737583,Drinking coffee,Overall,Drinking beverages
737583,Drinking coffee,Weekdays,Drinking beverages
737583,Socializing with colleagues,Overall,Socializing
737583,Socializing with colleagues,Weekends,Socializing
737583,Socializing with family / relatives,11 AM - before 2 PM,Socializing
737583,Socializing with family / relatives,Before 9 AM,Socializing
737583,Socializing with family / relatives,Overall,Socializing
737583,Socializing with family / relatives,Weekdays,Socializing
737583,Socializing with family / relatives,Weekends,Socializing
737583,Working / Business meeting,11 AM - before 2 PM,Working & business meeting
737583,Working / Business meeting,Overall,Working & business meeting
737583,Working / Business meeting,Weekdays,Working & business meeting
737606,Have meals (breakfast / lunch / dinner),Overall,Meals & Snack
737606,Have meals (breakfast / lunch / dinner),Weekends,Meals & Snack
737606,Relaxing (Alone),Before 9 AM,Relaxing & entertainment
737606,Relaxing (Alone),Overall,Relaxing & entertainment
737606,Relaxing (Alone),Weekends,Relaxing & entertainment
737716,Drinking coffee,5 PM - before 9 PM,Drinking beverages
737716,Drinking coffee,9 AM - before 11 AM,Drinking beverages
737716,Drinking coffee,Overall,Drinking beverages
737716,Drinking coffee,Weekdays,Drinking beverages
737716,Drinking coffee,Weekends,Drinking beverages
737716,"Drinking other beverages (excluding tea, coffee, freeze)",5 PM - before 9 PM,Drinking beverages
737716,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
737716,"Drinking other beverages (excluding tea, coffee, freeze)",Weekends,Drinking beverages
737716,Socializing with family / relatives,5 PM - before 9 PM,Socializing
737716,Socializing with family / relatives,9 AM - before 11 AM,Socializing
737716,Socializing with family / relatives,Overall,Socializing
737716,Socializing with family / relatives,Weekdays,Socializing
737716,Socializing with family / relatives,Weekends,Socializing
737716,Socializing with friends,5 PM - before 9 PM,Socializing
737716,Socializing with friends,9 AM - before 11 AM,Socializing
737716,Socializing with friends,Overall,Socializing
737716,Socializing with friends,Weekdays,Socializing
737716,Socializing with friends,Weekends,Socializing
737755,Drinking coffee,Before 9 AM,Drinking beverages
737755,Drinking coffee,Overall,Drinking beverages
737755,Drinking coffee,Weekends,Drinking beverages
737755,Drinking tea,Before 9 AM,Drinking beverages
737755,Drinking tea,Overall,Drinking beverages
737755,Drinking tea,Weekends,Drinking beverages
737755,Socializing with family / relatives,Before 9 AM,Socializing
737755,Socializing with family / relatives,Overall,Socializing
737755,Socializing with family / relatives,Weekends,Socializing
737755,Socializing with friends,Before 9 AM,Socializing
737755,Socializing with friends,Overall,Socializing
737755,Socializing with friends,Weekends,Socializing
737758,Drinking coffee,2 PM - before 5 PM,Drinking beverages
737758,Drinking coffee,9 AM - before 11 AM,Drinking beverages
737758,Drinking coffee,Overall,Drinking beverages
737758,Drinking coffee,Weekdays,Drinking beverages
737758,Drinking coffee,Weekends,Drinking beverages
737758,Drinking ice-blended,2 PM - before 5 PM,Drinking beverages
737758,Drinking ice-blended,Overall,Drinking beverages
737758,Drinking ice-blended,Weekdays,Drinking beverages
737758,Drinking ice-blended,Weekends,Drinking beverages
737758,Socializing with colleagues,9 AM - before 11 AM,Socializing
737758,Socializing with colleagues,Overall,Socializing
737758,Socializing with colleagues,Weekdays,Socializing
737758,Socializing with family / relatives,2 PM - before 5 PM,Socializing
737758,Socializing with family / relatives,Overall,Socializing
737758,Socializing with family / relatives,Weekdays,Socializing
737758,Socializing with family / relatives,Weekends,Socializing
737758,Socializing with friends,2 PM - before 5 PM,Socializing
737758,Socializing with friends,9 AM - before 11 AM,Socializing
737758,Socializing with friends,Overall,Socializing
737758,Socializing with friends,Weekdays,Socializing
737758,Socializing with friends,Weekends,Socializing
737758,Working / Business meeting,9 AM - before 11 AM,Working & business meeting
737758,Working / Business meeting,Overall,Working & business meeting
737758,Working / Business meeting,Weekdays,Working & business meeting
737800,"Enterntainment (watching movies. Playing games, browsing web,…)",2 PM - before 5 PM,Relaxing & entertainment
737800,"Enterntainment (watching movies. Playing games, browsing web,…)",5 PM - before 9 PM,Relaxing & entertainment
737800,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
737800,"Enterntainment (watching movies. Playing games, browsing web,…)",Weekends,Relaxing & entertainment
737800,Socializing with friends,2 PM - before 5 PM,Socializing
737800,Socializing with friends,5 PM - before 9 PM,Socializing
737800,Socializing with friends,Overall,Socializing
737800,Socializing with friends,Weekends,Socializing
737849,Drinking coffee,2 PM - before 5 PM,Drinking beverages
737849,Drinking coffee,Before 9 AM,Drinking beverages
737849,Drinking coffee,Overall,Drinking beverages
737849,Drinking coffee,Weekends,Drinking beverages
737849,"Drinking other beverages (excluding tea, coffee, freeze)",2 PM - before 5 PM,Drinking beverages
737849,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
737849,"Drinking other beverages (excluding tea, coffee, freeze)",Weekends,Drinking beverages
737849,"Enterntainment (watching movies. Playing games, browsing web,…)",2 PM - before 5 PM,Relaxing & entertainment
737849,"Enterntainment (watching movies. Playing games, browsing web,…)",Before 9 AM,Relaxing & entertainment
737849,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
737849,"Enterntainment (watching movies. Playing games, browsing web,…)",Weekends,Relaxing & entertainment
737849,Socializing with colleagues,2 PM - before 5 PM,Socializing
737849,Socializing with colleagues,Overall,Socializing
737849,Socializing with colleagues,Weekends,Socializing
737849,Socializing with friends,2 PM - before 5 PM,Socializing
737849,Socializing with friends,Before 9 AM,Socializing
737849,Socializing with friends,Overall,Socializing
737849,Socializing with friends,Weekends,Socializing
737851,Drinking coffee,Before 9 AM,Drinking beverages
737851,Drinking coffee,Overall,Drinking beverages
737851,Drinking coffee,Weekdays,Drinking beverages
737851,Drinking coffee,Weekends,Drinking beverages
737851,Socializing with colleagues,Before 9 AM,Socializing
737851,Socializing with colleagues,Overall,Socializing
737851,Socializing with colleagues,Weekdays,Socializing
737851,Socializing with colleagues,Weekends,Socializing
737867,Drinking coffee,11 AM - before 2 PM,Drinking beverages
737867,Drinking coffee,9 AM - before 11 AM,Drinking beverages
737867,Drinking coffee,Overall,Drinking beverages
737867,Drinking coffee,Weekdays,Drinking beverages
737867,Drinking tea,11 AM - before 2 PM,Drinking beverages
737867,Drinking tea,5 PM - before 9 PM,Drinking beverages
737867,Drinking tea,9 AM - before 11 AM,Drinking beverages
737867,Drinking tea,Overall,Drinking beverages
737867,Drinking tea,Weekdays,Drinking beverages
737867,Drinking tea,Weekends,Drinking beverages
737867,Socializing with colleagues,11 AM - before 2 PM,Socializing
737867,Socializing with colleagues,9 AM - before 11 AM,Socializing
737867,Socializing with colleagues,Overall,Socializing
737867,Socializing with colleagues,Weekdays,Socializing
737867,Socializing with family / relatives,5 PM - before 9 PM,Socializing
737867,Socializing with family / relatives,9 AM - before 11 AM,Socializing
737867,Socializing with family / relatives,Overall,Socializing
737867,Socializing with family / relatives,Weekends,Socializing
737867,Socializing with friends,Overall,Socializing
737867,Socializing with friends,Weekdays,Socializing
737921,Drinking coffee,Before 9 AM,Drinking beverages
737921,Drinking coffee,Overall,Drinking beverages
737921,Drinking coffee,Weekends,Drinking beverages
737921,Socializing with family / relatives,Before 9 AM,Socializing
737921,Socializing with family / relatives,Overall,Socializing
737921,Socializing with family / relatives,Weekends,Socializing
737921,Socializing with friends,Before 9 AM,Socializing
737921,Socializing with friends,Overall,Socializing
737921,Socializing with friends,Weekends,Socializing
737986,Drinking coffee,Before 9 AM,Drinking beverages
737986,Drinking coffee,Overall,Drinking beverages
737986,Drinking coffee,Weekdays,Drinking beverages
737986,Drinking coffee,Weekends,Drinking beverages
737986,Drinking tea,Before 9 AM,Drinking beverages
737986,Drinking tea,Overall,Drinking beverages
737986,Drinking tea,Weekdays,Drinking beverages
737986,Drinking tea,Weekends,Drinking beverages
737986,"Enterntainment (watching movies. Playing games, browsing web,…)",Before 9 AM,Relaxing & entertainment
737986,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
737986,"Enterntainment (watching movies. Playing games, browsing web,…)",Weekdays,Relaxing & entertainment
737986,"Enterntainment (watching movies. Playing games, browsing web,…)",Weekends,Relaxing & entertainment
737986,Socializing with colleagues,Before 9 AM,Socializing
737986,Socializing with colleagues,Overall,Socializing
737986,Socializing with colleagues,Weekdays,Socializing
737986,Working / Business meeting,Before 9 AM,Working & business meeting
737986,Working / Business meeting,Overall,Working & business meeting
737986,Working / Business meeting,Weekdays,Working & business meeting
738009,Drinking coffee,5 PM - before 9 PM,Drinking beverages
738009,Drinking coffee,Overall,Drinking beverages
738009,Drinking coffee,Weekends,Drinking beverages
738009,Socializing with family / relatives,5 PM - before 9 PM,Socializing
738009,Socializing with family / relatives,Overall,Socializing
738009,Socializing with family / relatives,Weekends,Socializing
738010,Drinking coffee,5 PM - before 9 PM,Drinking beverages
738010,Drinking coffee,Overall,Drinking beverages
738010,Drinking coffee,Weekdays,Drinking beverages
738010,Drinking coffee,Weekends,Drinking beverages
738010,Socializing with friends,5 PM - before 9 PM,Socializing
738010,Socializing with friends,Overall,Socializing
738010,Socializing with friends,Weekdays,Socializing
738010,Socializing with friends,Weekends,Socializing
738013,Drinking coffee,9 AM - before 11 AM,Drinking beverages
738013,Drinking coffee,Overall,Drinking beverages
738013,Drinking coffee,Weekdays,Drinking beverages
738013,Drinking coffee,Weekends,Drinking beverages
738013,Socializing with family / relatives,9 AM - before 11 AM,Socializing
738013,Socializing with family / relatives,Overall,Socializing
738013,Socializing with family / relatives,Weekdays,Socializing
738013,Socializing with family / relatives,Weekends,Socializing
738053,Drinking coffee,5 PM - before 9 PM,Drinking beverages
738053,Drinking coffee,Before 9 AM,Drinking beverages
738053,Drinking coffee,Overall,Drinking beverages
738053,Drinking coffee,Weekdays,Drinking beverages
738053,Drinking coffee,Weekends,Drinking beverages
738053,"Enterntainment (watching movies. Playing games, browsing web,…)",5 PM - before 9 PM,Relaxing & entertainment
738053,"Enterntainment (watching movies. Playing games, browsing web,…)",Before 9 AM,Relaxing & entertainment
738053,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
738053,"Enterntainment (watching movies. Playing games, browsing web,…)",Weekdays,Relaxing & entertainment
738053,"Enterntainment (watching movies. Playing games, browsing web,…)",Weekends,Relaxing & entertainment
738119,Drinking coffee,Overall,Drinking beverages
738119,Drinking coffee,Weekends,Drinking beverages
738119,Drinking ice-blended,Overall,Drinking beverages
738119,Drinking ice-blended,Weekends,Drinking beverages
738119,Drinking tea,Overall,Drinking beverages
738119,Socializing with friends,2 PM - before 5 PM,Socializing
738119,Socializing with friends,5 PM - before 9 PM,Socializing
738119,Socializing with friends,Overall,Socializing
738119,Socializing with friends,Weekends,Socializing
738127,Drinking coffee,Before 9 AM,Drinking beverages
738127,Drinking coffee,Overall,Drinking beverages
738127,Drinking coffee,Weekdays,Drinking beverages
738127,Drinking coffee,Weekends,Drinking beverages
738134,Drinking coffee,5 PM - before 9 PM,Drinking beverages
738134,Drinking coffee,Overall,Drinking beverages
738134,Drinking coffee,Weekends,Drinking beverages
738134,Drinking tea,5 PM - before 9 PM,Drinking beverages
738134,Drinking tea,Overall,Drinking beverages
738134,Drinking tea,Weekends,Drinking beverages
738134,Socializing with friends,5 PM - before 9 PM,Socializing
738134,Socializing with friends,Overall,Socializing
738134,Socializing with friends,Weekends,Socializing
738135,Drinking coffee,Before 9 AM,Drinking beverages
738135,Drinking coffee,Overall,Drinking beverages
738135,Drinking coffee,Weekends,Drinking beverages
738135,Socializing with family / relatives,Before 9 AM,Socializing
738135,Socializing with family / relatives,Overall,Socializing
738135,Socializing with family / relatives,Weekends,Socializing
738140,Drinking ice-blended,11 AM - before 2 PM,Drinking beverages
738140,Drinking ice-blended,2 PM - before 5 PM,Drinking beverages
738140,Drinking ice-blended,Overall,Drinking beverages
738140,Drinking ice-blended,Weekdays,Drinking beverages
738140,Drinking ice-blended,Weekends,Drinking beverages
738140,"Drinking other beverages (excluding tea, coffee, freeze)",11 AM - before 2 PM,Drinking beverages
738140,"Drinking other beverages (excluding tea, coffee, freeze)",2 PM - before 5 PM,Drinking beverages
738140,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
738140,"Drinking other beverages (excluding tea, coffee, freeze)",Weekdays,Drinking beverages
738140,"Drinking other beverages (excluding tea, coffee, freeze)",Weekends,Drinking beverages
738140,Socializing with friends,11 AM - before 2 PM,Socializing
738140,Socializing with friends,2 PM - before 5 PM,Socializing
738140,Socializing with friends,Overall,Socializing
738140,Socializing with friends,Weekdays,Socializing
